INSTITUSJONSNR_FRA,AVDNR_FRA,UNDAVDNR_FRA,GRUPPENR_FRA,INSTITUSJONSNR_TIL,AVDNR_TIL,UNDAVDNR_TIL,GRUPPENR_TIL,INSTITUSJONSNAVN_BOKMAL
185,32,20,12,185,32,20,0,Universitetet i Oslo
185,32,20,13,185,32,20,0,Universitetet i Oslo
185,32,20,14,185,32,20,0,Universitetet i Oslo
185,32,30,1,185,32,30,0,Universitetet i Oslo
185,32,30,2,185,32,30,0,Universitetet i Oslo
185,32,7,29,185,32,7,0,Universitetet i Oslo
185,32,7,30,185,32,7,0,Universitetet i Oslo
185,32,7,33,185,32,7,0,Universitetet i Oslo
185,32,7,42,185,32,7,0,Universitetet i Oslo
185,32,7,43,185,32,7,0,Universitetet i Oslo
185,32,7,44,185,32,7,0,Universitetet i Oslo
185,32,7,45,185,32,7,0,Universitetet i Oslo
185,32,7,46,185,32,7,0,Universitetet i Oslo
185,32,7,47,185,32,7,0,Universitetet i Oslo
185,32,7,48,185,32,7,0,Universitetet i Oslo
185,32,7,49,185,32,7,0,Universitetet i Oslo
185,32,7,51,185,32,7,0,Universitetet i Oslo
185,32,7,52,185,32,7,0,Universitetet i Oslo
185,32,7,53,185,32,7,0,Universitetet i Oslo
185,32,8,16,185,32,8,0,Universitetet i Oslo
185,32,8,17,185,32,8,0,Universitetet i Oslo
185,32,8,18,185,32,8,0,Universitetet i Oslo
185,32,8,27,185,32,8,0,Universitetet i Oslo
185,32,9,1,185,32,9,0,Universitetet i Oslo
185,32,9,2,185,32,9,0,Universitetet i Oslo
185,32,9,3,185,32,9,0,Universitetet i Oslo
185,32,9,4,185,32,9,0,Universitetet i Oslo
185,32,9,5,185,32,9,0,Universitetet i Oslo
185,32,9,6,185,32,9,0,Universitetet i Oslo
185,32,9,7,185,32,9,0,Universitetet i Oslo
185,32,9,8,185,32,9,0,Universitetet i Oslo
185,32,9,10,185,32,9,0,Universitetet i Oslo
185,32,9,11,185,32,9,0,Universitetet i Oslo
185,32,9,12,185,32,9,0,Universitetet i Oslo
185,32,9,13,185,32,9,0,Universitetet i Oslo
185,32,9,16,185,32,9,0,Universitetet i Oslo
185,32,9,17,185,32,9,0,Universitetet i Oslo
185,32,9,18,185,32,9,0,Universitetet i Oslo
185,32,10,10,185,32,0,0,Universitetet i Oslo
185,32,10,15,185,32,10,10,Universitetet i Oslo
185,32,20,1,185,32,20,0,Universitetet i Oslo
185,32,20,2,185,32,20,0,Universitetet i Oslo
185,32,20,3,185,32,20,0,Universitetet i Oslo
185,32,20,4,185,32,20,0,Universitetet i Oslo
185,32,20,5,185,32,20,0,Universitetet i Oslo
185,32,20,6,185,32,20,0,Universitetet i Oslo
185,32,20,7,185,32,20,0,Universitetet i Oslo
185,32,20,8,185,32,20,0,Universitetet i Oslo
185,32,20,9,185,32,20,0,Universitetet i Oslo
185,32,4,1,185,32,4,0,Universitetet i Oslo
185,32,4,3,185,32,4,0,Universitetet i Oslo
185,32,4,4,185,32,4,0,Universitetet i Oslo
185,32,4,5,185,32,4,0,Universitetet i Oslo
185,32,4,10,185,32,4,0,Universitetet i Oslo
185,32,4,11,185,32,4,0,Universitetet i Oslo
185,32,4,12,185,32,4,0,Universitetet i Oslo
185,32,4,13,185,32,4,0,Universitetet i Oslo
185,32,4,14,185,32,4,0,Universitetet i Oslo
185,32,4,20,185,32,0,0,Universitetet i Oslo
185,32,5,19,185,32,5,0,Universitetet i Oslo
185,32,5,20,185,32,5,0,Universitetet i Oslo
185,32,5,21,185,32,5,0,Universitetet i Oslo
185,32,5,22,185,32,5,0,Universitetet i Oslo
185,32,5,23,185,32,5,0,Universitetet i Oslo
185,32,5,24,185,32,5,0,Universitetet i Oslo
185,32,5,25,185,32,5,0,Universitetet i Oslo
185,32,5,26,185,32,5,0,Universitetet i Oslo
185,32,5,31,185,32,5,0,Universitetet i Oslo
185,32,5,32,185,32,5,0,Universitetet i Oslo
185,32,5,38,185,32,5,0,Universitetet i Oslo
185,13,4,34,185,13,4,0,Universitetet i Oslo
185,13,4,35,185,13,4,0,Universitetet i Oslo
185,13,4,36,185,13,4,0,Universitetet i Oslo
185,13,4,37,185,13,4,0,Universitetet i Oslo
185,13,4,38,185,13,4,0,Universitetet i Oslo
185,13,4,41,185,13,4,0,Universitetet i Oslo
185,13,4,42,185,13,4,0,Universitetet i Oslo
185,13,4,43,185,13,4,0,Universitetet i Oslo
185,13,4,44,185,13,4,0,Universitetet i Oslo
185,13,4,45,185,13,4,0,Universitetet i Oslo
185,13,4,46,185,13,4,0,Universitetet i Oslo
185,13,4,48,185,13,4,0,Universitetet i Oslo
185,13,4,49,185,13,4,0,Universitetet i Oslo
185,13,4,50,185,13,4,0,Universitetet i Oslo
185,13,4,51,185,13,4,0,Universitetet i Oslo
185,13,4,52,185,13,4,0,Universitetet i Oslo
185,13,4,53,185,13,4,0,Universitetet i Oslo
185,13,4,54,185,13,4,0,Universitetet i Oslo
185,13,4,70,185,13,4,0,Universitetet i Oslo
185,13,4,71,185,13,4,0,Universitetet i Oslo
185,13,0,4,185,13,0,10,Universitetet i Oslo
185,13,0,11,185,13,0,0,Universitetet i Oslo
185,13,0,30,185,13,0,0,Universitetet i Oslo
185,13,0,40,185,13,0,0,Universitetet i Oslo
185,13,0,50,185,13,0,0,Universitetet i Oslo
185,13,0,14,185,13,0,0,Universitetet i Oslo
185,13,0,15,185,13,0,0,Universitetet i Oslo
185,13,0,70,185,13,0,0,Universitetet i Oslo
185,13,10,1,185,13,10,0,Universitetet i Oslo
185,13,14,13,185,13,14,0,Universitetet i Oslo
185,13,14,38,185,13,14,0,Universitetet i Oslo
185,13,15,1,185,13,15,0,Universitetet i Oslo
185,13,16,3,185,13,16,0,Universitetet i Oslo
185,13,17,5,185,13,17,0,Universitetet i Oslo
185,13,11,2,185,13,11,0,Universitetet i Oslo
185,13,10,2,185,13,10,0,Universitetet i Oslo
185,13,10,5,185,13,10,0,Universitetet i Oslo
185,13,10,3,185,13,10,0,Universitetet i Oslo
185,13,0,12,185,13,0,0,Universitetet i Oslo
185,13,16,20,185,13,16,0,Universitetet i Oslo
185,13,0,13,185,13,0,0,Universitetet i Oslo
185,13,0,82,185,13,0,0,Universitetet i Oslo
185,13,10,6,185,13,10,0,Universitetet i Oslo
185,13,0,83,185,13,0,0,Universitetet i Oslo
185,13,18,6,185,13,18,0,Universitetet i Oslo
185,13,0,81,185,13,0,0,Universitetet i Oslo
185,13,0,84,185,13,0,0,Universitetet i Oslo
185,13,0,16,185,13,0,0,Universitetet i Oslo
185,14,7,40,185,14,7,0,Universitetet i Oslo
185,14,7,50,185,14,7,0,Universitetet i Oslo
185,14,8,20,185,14,8,0,Universitetet i Oslo
185,14,8,30,185,14,8,0,Universitetet i Oslo
185,14,8,40,185,14,8,0,Universitetet i Oslo
185,14,8,50,185,14,8,0,Universitetet i Oslo
185,14,10,40,185,14,10,0,Universitetet i Oslo
185,14,11,20,185,14,11,0,Universitetet i Oslo
185,14,0,16,185,14,0,10,Universitetet i Oslo
185,14,7,11,185,14,7,10,Universitetet i Oslo
185,14,7,12,185,14,7,10,Universitetet i Oslo
185,14,7,14,185,14,7,10,Universitetet i Oslo
185,14,7,22,185,14,7,20,Universitetet i Oslo
185,14,7,23,185,14,7,20,Universitetet i Oslo
185,14,0,50,185,14,0,10,Universitetet i Oslo
185,14,0,51,185,14,0,10,Universitetet i Oslo
185,14,8,60,185,14,8,0,Universitetet i Oslo
185,14,32,90,185,14,32,0,Universitetet i Oslo
185,14,35,45,185,14,35,0,Universitetet i Oslo
185,15,8,2,185,15,22,0,Universitetet i Oslo
185,15,8,3,185,15,22,0,Universitetet i Oslo
185,15,8,7,185,15,22,0,Universitetet i Oslo
185,15,8,10,185,15,22,0,Universitetet i Oslo
185,15,8,30,185,15,22,0,Universitetet i Oslo
185,15,8,40,185,15,22,0,Universitetet i Oslo
185,15,8,50,185,15,22,0,Universitetet i Oslo
185,15,8,60,185,15,22,0,Universitetet i Oslo
185,15,8,70,185,15,22,0,Universitetet i Oslo
185,15,13,10,185,15,13,0,Universitetet i Oslo
185,15,5,50,185,15,5,0,Universitetet i Oslo
185,15,0,3,185,15,0,10,Universitetet i Oslo
185,15,0,4,185,15,0,0,Universitetet i Oslo
185,15,0,20,185,15,0,10,Universitetet i Oslo
185,15,0,40,185,15,0,10,Universitetet i Oslo
185,15,0,50,185,15,0,10,Universitetet i Oslo
185,15,0,60,185,15,0,10,Universitetet i Oslo
185,15,0,70,185,15,0,10,Universitetet i Oslo
185,15,22,1,185,15,22,0,Universitetet i Oslo
185,15,22,11,185,15,22,0,Universitetet i Oslo
185,15,22,12,185,15,22,10,Universitetet i Oslo
185,15,22,14,185,15,22,0,Universitetet i Oslo
185,15,22,15,185,15,22,0,Universitetet i Oslo
185,15,22,16,185,15,22,0,Universitetet i Oslo
185,15,22,17,185,15,22,0,Universitetet i Oslo
185,15,22,18,185,15,22,0,Universitetet i Oslo
185,15,22,31,185,15,22,30,Universitetet i Oslo
185,15,22,32,185,15,22,30,Universitetet i Oslo
185,15,22,33,185,15,22,30,Universitetet i Oslo
185,15,24,10,185,15,24,0,Universitetet i Oslo
185,15,24,30,185,15,24,0,Universitetet i Oslo
185,15,24,40,185,15,24,0,Universitetet i Oslo
185,15,22,35,185,15,22,30,Universitetet i Oslo
185,15,20,20,185,15,20,0,Universitetet i Oslo
185,15,22,51,185,15,22,0,Universitetet i Oslo
185,16,12,0,185,16,0,0,Universitetet i Oslo
185,16,0,20,185,16,0,0,Universitetet i Oslo
185,16,12,1,185,16,12,0,Universitetet i Oslo
185,17,0,60,185,17,0,0,Universitetet i Oslo
185,17,1,10,185,17,1,0,Universitetet i Oslo
185,17,0,2,185,17,0,0,Universitetet i Oslo
185,18,0,3,185,18,0,2,Universitetet i Oslo
185,18,0,4,185,18,0,2,Universitetet i Oslo
185,18,0,5,185,18,0,2,Universitetet i Oslo
185,18,0,6,185,18,0,2,Universitetet i Oslo
184,12,50,9,184,12,50,0,Universitetet i Bergen
184,12,51,0,184,12,50,0,Universitetet i Bergen
184,12,65,0,184,12,60,0,Universitetet i Bergen
184,12,65,1,184,12,60,0,Universitetet i Bergen
184,12,65,4,184,12,60,0,Universitetet i Bergen
184,12,68,0,184,12,60,0,Universitetet i Bergen
184,12,69,0,184,12,60,0,Universitetet i Bergen
184,15,0,2,184,15,0,0,Universitetet i Bergen
184,15,1,0,184,15,1,10,Universitetet i Bergen
184,15,16,0,184,15,17,0,Universitetet i Bergen
184,16,10,0,184,16,0,0,Universitetet i Bergen
184,17,31,0,184,17,42,0,Universitetet i Bergen
184,17,32,1,184,17,32,0,Universitetet i Bergen
184,17,32,2,184,17,32,0,Universitetet i Bergen
184,17,32,3,184,17,32,0,Universitetet i Bergen
184,17,32,11,184,17,32,0,Universitetet i Bergen
184,17,32,12,184,17,32,0,Universitetet i Bergen
184,17,32,13,184,17,32,0,Universitetet i Bergen
184,17,32,14,184,17,32,0,Universitetet i Bergen
184,17,32,15,184,17,32,0,Universitetet i Bergen
184,17,33,11,184,17,33,0,Universitetet i Bergen
184,17,33,12,184,17,33,0,Universitetet i Bergen
184,17,33,14,184,17,33,0,Universitetet i Bergen
184,17,33,15,184,17,33,0,Universitetet i Bergen
184,17,34,1,184,17,34,0,Universitetet i Bergen
184,17,34,2,184,17,34,0,Universitetet i Bergen
184,17,34,3,184,17,34,0,Universitetet i Bergen
184,17,34,11,184,17,34,0,Universitetet i Bergen
184,17,34,12,184,17,34,0,Universitetet i Bergen
184,17,34,13,184,17,34,0,Universitetet i Bergen
184,17,34,14,184,17,34,0,Universitetet i Bergen
184,17,35,2,184,17,35,0,Universitetet i Bergen
184,17,35,3,184,17,35,0,Universitetet i Bergen
184,17,35,4,184,17,35,0,Universitetet i Bergen
184,17,35,6,184,17,35,0,Universitetet i Bergen
184,17,35,11,184,17,35,0,Universitetet i Bergen
184,17,35,12,184,17,35,0,Universitetet i Bergen
184,17,35,13,184,17,35,0,Universitetet i Bergen
185,34,12,42,185,34,12,0,Universitetet i Oslo
185,34,12,50,185,34,12,0,Universitetet i Oslo
185,34,12,60,185,34,12,0,Universitetet i Oslo
185,34,13,1,185,34,13,0,Universitetet i Oslo
185,34,13,2,185,34,13,0,Universitetet i Oslo
185,34,13,3,185,34,13,0,Universitetet i Oslo
185,34,13,4,185,34,13,0,Universitetet i Oslo
185,34,15,5,185,34,15,0,Universitetet i Oslo
185,34,15,6,185,34,15,0,Universitetet i Oslo
185,34,15,10,185,34,15,0,Universitetet i Oslo
185,34,15,16,185,34,15,0,Universitetet i Oslo
185,34,15,20,185,34,15,0,Universitetet i Oslo
185,34,15,25,185,34,15,0,Universitetet i Oslo
185,34,15,35,185,34,15,0,Universitetet i Oslo
185,34,15,40,185,34,15,0,Universitetet i Oslo
185,34,16,0,185,34,13,0,Universitetet i Oslo
185,34,13,30,185,34,13,0,Universitetet i Oslo
185,34,13,20,185,34,0,0,Universitetet i Oslo
185,35,51,30,185,35,51,0,Universitetet i Oslo
185,35,21,10,185,35,21,0,Universitetet i Oslo
185,35,0,10,185,35,0,0,Universitetet i Oslo
185,35,51,0,185,35,0,0,Universitetet i Oslo
185,35,51,50,185,35,51,0,Universitetet i Oslo
185,39,4,0,185,39,0,0,Universitetet i Oslo
185,39,5,0,185,39,0,0,Universitetet i Oslo
185,39,6,0,185,39,0,0,Universitetet i Oslo
185,39,9,0,185,39,0,0,Universitetet i Oslo
185,39,5,1,185,39,5,0,Universitetet i Oslo
185,39,5,2,185,39,5,0,Universitetet i Oslo
185,39,6,1,185,39,6,0,Universitetet i Oslo
185,39,7,2,185,39,7,0,Universitetet i Oslo
185,39,7,3,185,39,7,0,Universitetet i Oslo
185,39,8,11,185,39,8,0,Universitetet i Oslo
185,39,8,12,185,39,8,0,Universitetet i Oslo
185,39,8,13,185,39,8,0,Universitetet i Oslo
185,39,8,14,185,39,8,0,Universitetet i Oslo
185,39,8,15,185,39,8,0,Universitetet i Oslo
185,39,8,16,185,39,8,0,Universitetet i Oslo
185,39,8,17,185,39,8,0,Universitetet i Oslo
185,39,8,18,185,39,8,0,Universitetet i Oslo
185,39,10,0,185,39,0,0,Universitetet i Oslo
185,39,53,20,185,39,53,0,Universitetet i Oslo
185,39,52,20,185,39,52,0,Universitetet i Oslo
185,39,53,10,185,39,53,0,Universitetet i Oslo
185,39,52,30,185,39,52,0,Universitetet i Oslo
185,39,51,0,185,39,50,0,Universitetet i Oslo
185,39,53,0,185,39,50,0,Universitetet i Oslo
185,39,52,0,185,39,50,0,Universitetet i Oslo
185,39,52,10,185,39,52,0,Universitetet i Oslo
185,39,53,30,185,39,53,0,Universitetet i Oslo
185,39,52,50,185,39,52,0,Universitetet i Oslo
185,50,1,5,185,50,1,0,Universitetet i Oslo
185,50,1,6,185,50,1,0,Universitetet i Oslo
185,50,1,7,185,50,1,0,Universitetet i Oslo
185,50,1,12,185,50,1,0,Universitetet i Oslo
185,51,13,23,185,51,13,20,Universitetet i Oslo
185,51,12,52,185,51,12,50,Universitetet i Oslo
185,80,0,0,185,90,0,0,Universitetet i Oslo
185,90,10,0,185,90,0,0,Universitetet i Oslo
185,90,1,99,185,0,0,0,Universitetet i Oslo
185,99,99,99,185,0,0,0,Universitetet i Oslo
184,17,35,14,184,17,35,0,Universitetet i Bergen
184,17,35,16,184,17,35,0,Universitetet i Bergen
184,17,37,0,184,17,0,0,Universitetet i Bergen
184,20,0,0,184,0,0,0,Universitetet i Bergen
184,20,0,1,184,0,0,0,Universitetet i Bergen
184,20,0,2,184,0,0,0,Universitetet i Bergen
184,20,0,3,184,0,0,0,Universitetet i Bergen
184,20,0,4,184,0,0,0,Universitetet i Bergen
184,20,0,9,184,0,0,0,Universitetet i Bergen
184,20,0,10,184,0,0,0,Universitetet i Bergen
184,21,20,99,184,0,0,0,Universitetet i Bergen
184,21,50,10,184,21,50,0,Universitetet i Bergen
184,21,50,20,184,21,50,0,Universitetet i Bergen
184,21,50,30,184,21,50,0,Universitetet i Bergen
184,21,50,40,184,21,50,0,Universitetet i Bergen
184,21,50,50,184,21,50,0,Universitetet i Bergen
184,21,60,11,184,21,60,0,Universitetet i Bergen
184,21,60,12,184,21,60,0,Universitetet i Bergen
184,21,70,1,184,21,70,0,Universitetet i Bergen
184,21,70,21,184,21,70,0,Universitetet i Bergen
184,21,70,98,184,21,70,0,Universitetet i Bergen
184,21,80,10,184,21,80,0,Universitetet i Bergen
184,21,80,31,184,21,80,0,Universitetet i Bergen
184,21,80,80,184,21,80,0,Universitetet i Bergen
184,32,2,0,184,32,0,0,Universitetet i Bergen
185,32,5,39,185,32,5,0,Universitetet i Oslo
185,32,5,40,185,32,5,0,Universitetet i Oslo
185,32,5,50,185,32,5,0,Universitetet i Oslo
185,32,6,1,185,32,6,0,Universitetet i Oslo
185,32,6,2,185,32,6,0,Universitetet i Oslo
185,32,6,3,185,32,6,0,Universitetet i Oslo
185,32,6,4,185,32,6,0,Universitetet i Oslo
185,32,6,5,185,32,6,0,Universitetet i Oslo
185,32,6,6,185,32,6,0,Universitetet i Oslo
185,32,6,7,185,32,6,0,Universitetet i Oslo
185,32,6,8,185,32,6,0,Universitetet i Oslo
185,32,6,28,185,32,6,0,Universitetet i Oslo
185,32,6,34,185,32,6,0,Universitetet i Oslo
185,32,6,35,185,32,6,0,Universitetet i Oslo
185,32,6,36,185,32,6,0,Universitetet i Oslo
185,32,6,51,185,32,6,0,Universitetet i Oslo
185,32,7,9,185,32,7,0,Universitetet i Oslo
185,32,7,10,185,32,7,0,Universitetet i Oslo
185,32,7,11,185,32,7,0,Universitetet i Oslo
185,32,7,12,185,32,7,0,Universitetet i Oslo
185,32,7,13,185,32,7,0,Universitetet i Oslo
185,32,7,14,185,32,7,0,Universitetet i Oslo
185,32,7,15,185,32,7,0,Universitetet i Oslo
185,32,1,6,185,32,1,0,Universitetet i Oslo
185,32,1,7,185,32,1,0,Universitetet i Oslo
185,32,1,10,185,32,1,0,Universitetet i Oslo
185,32,1,11,185,32,1,0,Universitetet i Oslo
185,32,1,12,185,32,1,0,Universitetet i Oslo
185,32,1,13,185,32,1,0,Universitetet i Oslo
185,32,1,14,185,32,1,0,Universitetet i Oslo
185,32,1,16,185,32,1,0,Universitetet i Oslo
185,32,1,17,185,32,1,0,Universitetet i Oslo
185,32,1,21,185,32,1,0,Universitetet i Oslo
185,32,1,22,185,32,1,0,Universitetet i Oslo
185,32,1,37,185,32,1,0,Universitetet i Oslo
185,32,1,38,185,32,1,0,Universitetet i Oslo
185,32,1,39,185,32,1,0,Universitetet i Oslo
185,32,1,40,185,32,1,0,Universitetet i Oslo
185,32,2,1,185,32,0,0,Universitetet i Oslo
185,32,2,2,185,32,2,0,Universitetet i Oslo
185,32,2,3,185,32,2,0,Universitetet i Oslo
185,32,2,4,185,32,0,0,Universitetet i Oslo
185,32,2,5,185,32,2,0,Universitetet i Oslo
185,32,2,6,185,32,2,0,Universitetet i Oslo
185,32,2,7,185,32,2,0,Universitetet i Oslo
185,32,2,8,185,32,2,0,Universitetet i Oslo
185,32,2,9,185,32,2,0,Universitetet i Oslo
185,32,2,10,185,32,2,0,Universitetet i Oslo
185,32,2,11,185,32,2,0,Universitetet i Oslo
185,32,2,12,185,32,2,0,Universitetet i Oslo
185,32,2,13,185,32,2,0,Universitetet i Oslo
185,32,2,14,185,32,2,0,Universitetet i Oslo
185,32,2,20,185,32,2,0,Universitetet i Oslo
185,32,2,21,185,32,2,0,Universitetet i Oslo
185,32,2,22,185,32,2,0,Universitetet i Oslo
185,32,2,23,185,32,0,0,Universitetet i Oslo
185,32,3,1,185,32,3,0,Universitetet i Oslo
185,32,3,2,185,32,3,0,Universitetet i Oslo
185,32,3,3,185,32,3,0,Universitetet i Oslo
185,32,3,5,185,32,3,0,Universitetet i Oslo
185,32,3,6,185,32,3,0,Universitetet i Oslo
185,32,3,7,185,32,3,0,Universitetet i Oslo
185,32,3,8,185,32,3,0,Universitetet i Oslo
185,32,3,9,185,32,3,0,Universitetet i Oslo
185,32,3,10,185,32,3,0,Universitetet i Oslo
185,32,0,10,185,32,0,0,Universitetet i Oslo
185,32,0,20,185,32,0,0,Universitetet i Oslo
185,32,0,30,185,32,0,0,Universitetet i Oslo
185,32,0,31,185,32,0,0,Universitetet i Oslo
185,32,0,32,185,32,0,0,Universitetet i Oslo
185,32,0,33,185,32,0,0,Universitetet i Oslo
185,32,0,34,185,32,0,0,Universitetet i Oslo
185,32,0,35,185,32,0,0,Universitetet i Oslo
185,32,0,40,185,32,0,0,Universitetet i Oslo
185,32,0,50,185,32,0,0,Universitetet i Oslo
185,32,0,60,185,32,0,0,Universitetet i Oslo
185,32,0,70,185,32,0,0,Universitetet i Oslo
185,32,0,80,185,32,0,0,Universitetet i Oslo
185,32,1,1,185,32,1,0,Universitetet i Oslo
185,32,1,2,185,32,1,0,Universitetet i Oslo
185,32,1,3,185,32,1,0,Universitetet i Oslo
185,32,1,4,185,32,1,0,Universitetet i Oslo
185,32,1,5,185,32,1,0,Universitetet i Oslo
185,32,30,0,185,32,0,0,Universitetet i Oslo
185,32,61,0,185,32,60,0,Universitetet i Oslo
185,32,10,2,185,32,10,0,Universitetet i Oslo
185,33,60,0,185,33,0,0,Universitetet i Oslo
185,33,1,0,185,33,0,0,Universitetet i Oslo
185,33,15,0,185,33,0,0,Universitetet i Oslo
185,33,20,0,185,33,0,0,Universitetet i Oslo
185,33,30,0,185,33,0,0,Universitetet i Oslo
185,33,40,0,185,33,0,0,Universitetet i Oslo
185,33,50,0,185,33,0,0,Universitetet i Oslo
185,33,60,20,185,33,60,0,Universitetet i Oslo
185,33,60,30,185,33,60,0,Universitetet i Oslo
185,33,60,40,185,33,60,0,Universitetet i Oslo
185,33,0,80,185,33,0,0,Universitetet i Oslo
185,33,15,20,185,33,15,0,Universitetet i Oslo
185,33,20,10,185,33,20,0,Universitetet i Oslo
185,33,20,20,185,33,20,0,Universitetet i Oslo
185,33,25,10,185,33,25,0,Universitetet i Oslo
185,33,25,30,185,33,25,0,Universitetet i Oslo
185,33,30,10,185,33,30,0,Universitetet i Oslo
185,33,30,35,185,33,30,0,Universitetet i Oslo
185,33,30,40,185,33,30,0,Universitetet i Oslo
185,33,30,50,185,33,30,0,Universitetet i Oslo
185,33,30,60,185,33,30,0,Universitetet i Oslo
185,33,30,61,185,33,30,0,Universitetet i Oslo
185,33,30,70,185,33,30,0,Universitetet i Oslo
185,33,35,10,185,33,35,0,Universitetet i Oslo
185,33,50,30,185,33,50,0,Universitetet i Oslo
185,33,15,60,185,33,15,0,Universitetet i Oslo
185,33,10,0,185,33,0,0,Universitetet i Oslo
185,33,92,0,185,33,0,0,Universitetet i Oslo
185,33,25,60,185,33,25,0,Universitetet i Oslo
185,34,15,50,185,34,15,0,Universitetet i Oslo
185,34,15,51,185,34,15,0,Universitetet i Oslo
185,34,15,52,185,34,15,0,Universitetet i Oslo
185,34,15,60,185,34,15,0,Universitetet i Oslo
185,34,15,65,185,34,15,0,Universitetet i Oslo
185,34,15,70,185,34,15,0,Universitetet i Oslo
185,34,15,75,185,34,15,0,Universitetet i Oslo
185,34,16,1,185,34,16,0,Universitetet i Oslo
185,34,20,10,185,34,20,0,Universitetet i Oslo
185,34,20,20,185,34,20,0,Universitetet i Oslo
185,34,20,30,185,34,20,0,Universitetet i Oslo
185,34,20,40,185,34,20,0,Universitetet i Oslo
185,34,20,50,185,34,20,0,Universitetet i Oslo
185,34,20,60,185,34,20,0,Universitetet i Oslo
185,34,12,1,185,34,12,0,Universitetet i Oslo
185,34,12,10,185,34,12,0,Universitetet i Oslo
185,34,12,20,185,34,12,0,Universitetet i Oslo
185,34,12,41,185,34,12,0,Universitetet i Oslo
7543,2,2,0,7543,2,5,0,NOFIMA
7543,4,2,0,7543,1,6,0,NOFIMA
1902,40,0,0,1902,54,0,0,Universitetssykehuset Nord-Norge HF
184,11,20,51,184,11,20,0,Universitetet i Bergen
184,11,20,52,184,11,20,0,Universitetet i Bergen
184,11,20,57,184,11,20,0,Universitetet i Bergen
184,11,20,58,184,11,20,0,Universitetet i Bergen
184,11,21,10,184,11,21,0,Universitetet i Bergen
184,11,21,51,184,11,21,0,Universitetet i Bergen
184,11,21,58,184,11,21,0,Universitetet i Bergen
184,11,21,59,184,11,21,0,Universitetet i Bergen
184,11,21,60,184,11,21,0,Universitetet i Bergen
184,11,22,50,184,11,22,0,Universitetet i Bergen
184,11,22,51,184,11,22,0,Universitetet i Bergen
184,11,22,53,184,11,22,0,Universitetet i Bergen
184,11,22,54,184,11,22,0,Universitetet i Bergen
184,11,60,0,184,11,22,0,Universitetet i Bergen
184,11,61,0,184,11,20,0,Universitetet i Bergen
184,11,62,1,184,11,62,0,Universitetet i Bergen
184,11,63,0,184,11,20,0,Universitetet i Bergen
184,11,64,1,184,11,64,0,Universitetet i Bergen
184,11,65,0,184,11,22,0,Universitetet i Bergen
184,11,66,0,184,11,22,0,Universitetet i Bergen
184,11,66,1,184,11,22,0,Universitetet i Bergen
184,11,66,4,184,11,22,0,Universitetet i Bergen
184,11,66,6,184,11,22,0,Universitetet i Bergen
184,11,66,98,184,11,22,0,Universitetet i Bergen
184,11,66,99,184,11,22,0,Universitetet i Bergen
184,11,67,2,184,11,22,0,Universitetet i Bergen
184,11,68,0,184,11,21,0,Universitetet i Bergen
184,11,68,1,184,11,21,0,Universitetet i Bergen
184,11,68,2,184,11,21,0,Universitetet i Bergen
185,33,91,0,185,39,12,0,Universitetet i Oslo
184,11,70,0,184,11,21,0,Universitetet i Bergen
184,11,71,0,184,11,20,0,Universitetet i Bergen
184,11,71,1,184,11,20,0,Universitetet i Bergen
184,11,71,2,184,11,20,0,Universitetet i Bergen
184,11,71,3,184,11,20,0,Universitetet i Bergen
184,11,76,0,184,11,21,0,Universitetet i Bergen
184,11,77,0,184,11,0,0,Universitetet i Bergen
184,12,0,6,184,12,0,0,Universitetet i Bergen
184,12,0,40,184,12,0,0,Universitetet i Bergen
184,12,0,50,184,12,0,0,Universitetet i Bergen
184,12,1,11,184,12,0,0,Universitetet i Bergen
184,12,24,9,184,12,24,0,Universitetet i Bergen
184,12,24,99,184,12,24,0,Universitetet i Bergen
184,12,31,20,184,12,31,0,Universitetet i Bergen
184,12,31,21,184,12,31,0,Universitetet i Bergen
184,12,31,22,184,12,31,0,Universitetet i Bergen
184,12,32,1,184,12,32,0,Universitetet i Bergen
184,12,32,2,184,12,32,0,Universitetet i Bergen
184,12,32,3,184,12,32,0,Universitetet i Bergen
184,12,32,4,184,12,32,0,Universitetet i Bergen
184,12,32,5,184,12,32,0,Universitetet i Bergen
184,12,32,6,184,12,32,0,Universitetet i Bergen
184,12,32,7,184,12,32,0,Universitetet i Bergen
184,12,32,8,184,12,32,0,Universitetet i Bergen
184,12,32,9,184,12,32,0,Universitetet i Bergen
184,12,44,7,184,12,44,0,Universitetet i Bergen
184,12,44,9,184,12,44,0,Universitetet i Bergen
184,12,44,10,184,12,44,0,Universitetet i Bergen
184,12,45,0,184,12,50,0,Universitetet i Bergen
184,12,50,1,184,12,50,0,Universitetet i Bergen
184,12,50,2,184,12,50,0,Universitetet i Bergen
184,12,50,3,184,12,50,0,Universitetet i Bergen
184,12,50,4,184,12,50,0,Universitetet i Bergen
184,12,50,5,184,12,50,0,Universitetet i Bergen
184,32,6,0,184,32,0,0,Universitetet i Bergen
184,32,13,1,184,32,13,0,Universitetet i Bergen
184,32,15,0,184,32,0,0,Universitetet i Bergen
184,33,0,0,184,21,50,0,Universitetet i Bergen
184,34,10,20,184,34,10,0,Universitetet i Bergen
184,34,11,0,184,34,20,0,Universitetet i Bergen
184,34,13,0,184,34,30,0,Universitetet i Bergen
